uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Sat,Benefit_Aware
a1b5e866,2,422,LL,45-54,Male,2-5 season,9,7,9,Just right,990,Unaware
8916c93a,2,329,M,45-54,Male,1 season,4,1 - Not at all satisfied,5,Just right,10 - Extremely satisfied,Aware and have used/received
12d8dcea,2,407,K,45-54,Female,2-5 season,1 - Not at all satisfied,7,990,Just Right,990,Unaware
1921b462,2,278,R,35-44,Male,1 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,990,Unaware
e33ed882,2,474,II,55-64,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,1 - Not at all satisfied,Just Right,3,Aware and have NOT used/received
8e53b671,2,465,X,55-64,Male,2-5 season,10 - Extremely satisfied,7,5,Too Few,990,Unaware
458c1da0,2,296,J,65+,Male,6-10 season,9,4,990,Too Few,6,Aware and have NOT used/received
030104c4,2,326,OO,45-54,Male,1 season,6,7,7,Just right,990,Aware and have NOT used/received
41000c7a,2,451,L,55-64,Male,21+ seasons,5,3,990,Too few,5,Aware and have NOT used/received
2104fa40,2,499,NN,55-64,Male,6-10 season,6,990,7,Too many,10 - Extremely satisfied,Aware and have NOT used/received
4794f703,2,33,C,65+,Male,16-20 season,5,4,8,Too Many,5,Aware and have NOT used/received
9c5757ec,2,510,II,65+,Male,21+ seasons,7,5,7,Just right,5,Aware and have NOT used/received
2e897e92,2,210,Z,55-64,Male,11-20 season,5,6,8,Just right,990,Unaware
3db43a43,2,294,L,65+,Female,21+ seasons,9,5,8,Just right,6,Aware and have NOT used/received
eb28a504,2,416,KK,55-64,Female,11-15 season,7,5,990,Just Right,8,Aware and have NOT used/received
d18c94b5,2,504,V,65+,Male,21+ seasons,5,7,4,Just right,9,Aware and have used/received
18343468,2,46,B,65+,Female,11-20 season,10 - Extremely satisfied,5,9,Just right,990,Unaware
5324fca0,2,463,B,55-64,Male,6-10 season,5,10 - Extremely satisfied,9,Too Many,990,Unaware
3721c7d1,2,246,AA,65+,Female,11-20 season,8,4,8,Just right,8,Aware and have NOT used/received
adb18365,2,449,J,35-44,Male,1 season,9,8,9,Just right,990,Unaware
4.05E+09,2,474,MM,65+,Male,6-10 season,6,6,7,Just Right,990,Unaware
0dcfb6ad,2,216,OO,25-34,Female,16-20 season,6,7,6,Too Few,990,Aware and have NOT used/received
4c7a1424,2,436,C,65+,Female,2-5 season,5,6,10 - Extremely satisfied,Just right,8,Aware and have used/received
b333b78d,2,468,W,45-54,Male,2-5 season,2,7,6,Just Right,990,Unaware
62136743,2,492,JJ,Prefer not to answer,Male,21+ seasons,1 - Not at all satisfied,6,990,Just right,7,Aware and have NOT used/received
7d7042e5,2,132,Y,35-44,Male,1 season,9,5,9,Just right,990,Unaware
6378ed02,2,333,HH,65+,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,9,Just right,990,Unaware
379bd258,2,538,O,65+,Male,1 season,9,1 - Not at all satisfied,2,Too Few,990,Unaware
dd11459f,2,227,OO,55-64,Female,2-5 season,7,8,7,Too Few,990,Unaware
9fba6a88,2,434,X,55-64,Male,21+ seasons,8,6,990,Just right,6,Aware and have NOT used/received
77472742,2,430,Z,45-54,Male,11-20 season,6,6,6,Just right,990,Unaware
3002870e,2,346,FF,45-54,Female,11-15 season,5,8,7,Too Few,8,Aware and have NOT used/received
929a6c3a,2,523,B,35-44,Male,2-5 season,9,1 - Not at all satisfied,1 - Not at all satisfied,Too many,990,Unaware
d654742f,2,59,S,55-64,Male,6-10 season,8,6,7,Too Many,990,Unaware
02d26167,2,263,KK,35-44,Male,2-5 season,10 - Extremely satisfied,1 - Not at all satisfied,6,Just Right,9,Aware and have NOT used/received
228a2d81,2,253,X,65+,Female,21+ seasons,10 - Extremely satisfied,990,10 - Extremely satisfied,Just right,10 - Extremely satisfied,Aware and have used/received
1.41E+45,2,391,J,35-44,Male,1 season,9,6,7,Just right,990,Unaware
616bc89d,2,53,B,35-44,Male,16-20 season,7,2,10 - Extremely satisfied,Just Right,990,Unaware
f84de4ba,2,238,LL,45-54,Female,2-5 season,10 - Extremely satisfied,7,2,Too Many,10 - Extremely satisfied,Aware and have NOT used/received
d1e090f3,2,387,A,55-64,Female,21+ seasons,6,5,6,Just right,990,Unaware
8945678e,2,266,NN,45-54,Male,2-5 season,6,4,8,Just right,7,Aware and have NOT used/received
575b9659,2,308,NN,55-64,Male,21+ seasons,7,5,6,Just right,990,Unaware
c42c8690,2,150,B,65+,Male,6-10 season,1 - Not at all satisfied,4,4,Just right,8,Aware and have NOT used/received
4ae3fb59,2,263,Y,65+,Male,2-5 season,8,6,10 - Extremely satisfied,Just right,9,Aware and have used/received
279e7ce4,2,368,G,65+,Male,21+ seasons,9,7,990,Just right,8,Aware and have used/received
48ec97fa,2,227,F,45-54,Male,6-10 season,9,8,7,Too Few,990,Aware and have NOT used/received
78f5f851,2,154,M,35-44,Male,1 season,8,5,7,Just right,990,Unaware
a8547aec,2,23,W,45-54,Female,6-10 season,7,8,5,Too Few,990,Unaware
211b7620,2,384,HH,45-54,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
6c1b7f60,2,439,L,65+,Male,21+ seasons,7,4,8,Just right,5,Aware and have NOT used/received
1fec0fa0,2,317,U,65+,Male,16-20 season,6,6,6,Too Few,9,Aware and have used/received
96c7b326,2,421,KK,35-44,Male,6-10 season,9,8,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
e33274ce,2,259,Y,55-64,Male,11-20 season,8,6,8,Just right,990,Unaware
a1f34291,2,180,N,45-54,Male,21+ seasons,8,7,8,Just right,1 - Not at all satisfied,Aware and have NOT used/received
2d3bb9a2,2,502,I,25-34,Female,2-5 season,8,8,9,Just right,990,Unaware
5634a860,2,124,H,65+,Female,21+ seasons,9,9,10 - Extremely satisfied,Just right,9,Aware and have used/received
86bfe86d,2,185,B,45-54,Female,2-5 season,6,5,5,Just Right,990,Unaware
df266345,2,19,K,35-44,Female,6-10 season,10 - Extremely satisfied,10 - Extremely satisfied,990,Just Right,990,Unaware
64799b27,2,489,G,55-64,Male,2-5 season,10 - Extremely satisfied,4,8,Just right,7,Aware and have NOT used/received
2a35da83,2,245,C,65+,Male,6-10 season,7,1 - Not at all satisfied,10 - Extremely satisfied,Too Few,990,Unaware
d11cb7ed,2,109,HH,55-64,Female,16-20 season,7,4,4,Too Many,6,Aware and have NOT used/received
d1c3d3fa,2,255,KK,55-64,Female,2-5 season,9,1 - Not at all satisfied,4,Too Few,8,Aware and have NOT used/received
9e12b993,2,333,JJ,65+,Female,11-15 season,7,8,1 - Not at all satisfied,Too Many,990,Unaware
061e639d,2,178,GG,55-64,Male,21+ seasons,10 - Extremely satisfied,9,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
a744028b,2,136,JJ,45-54,Female,1 season,9,8,10 - Extremely satisfied,Too few,4,Aware and have NOT used/received
a55a4120,2,116,W,65+,Female,2-5 season,6,4,8,Too Few,9,Aware and have NOT used/received
e1c34034,2,38,D,25-34,Male,1 season,9,5,4,Too Many,990,Unaware
f4abc452,2,412,J,45-54,Male,11-20 season,8,8,8,Just right,990,Unaware
c62d63d2,2,327,E,55-64,Female,6-10 season,7,6,8,Just right,990,Unaware
25c02c05,2,151,JJ,45-54,Male,2-5 season,9,8,8,Just right,2,Aware and have NOT used/received
c324bc69,2,95,Y,25-34,Female,11-15 season,7,3,7,Just Right,990,Unaware
ac32ea37,2,310,W,55-64,Male,6-10 season,4,7,7,Too Few,8,Aware and have NOT used/received
e4c79f47,2,122,FF,45-54,Male,2-5 season,1 - Not at all satisfied,1 - Not at all satisfied,2,Too few,7,Aware and have NOT used/received
ab3a7bc5,2,216,Q,55-64,Male,11-20 season,8,2,9,Too few,7,Aware and have NOT used/received
e645add3,2,416,J,35-44,Male,21+ seasons,7,6,6,Just right,8,Aware and have NOT used/received
b4ed5f72,2,73,L,65+,Male,21+ seasons,7,7,7,Just right,990,Unaware
6304d58d,2,351,FF,65+,Female,16-20 season,3,8,4,Just Right,990,Unaware
4acce53a,2,384,BB,55-64,Female,21+ seasons,8,5,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
17aa9660,2,2,R,45-54,Male,2-5 season,10 - Extremely satisfied,2,8,Too Few,990,Unaware
1590b53d,2,377,R,65+,Male,16-20 season,8,4,6,Too Many,990,Unaware
9e263412,2,165,KK,35-44,Male,2-5 season,7,1 - Not at all satisfied,8,Too few,990,Unaware
25949323,2,189,B,55-64,Male,11-15 season,2,6,7,Too Few,10 - Extremely satisfied,Aware and have NOT used/received
90c5aa08,2,232,NN,35-44,Male,11-20 season,8,4,6,Just right,10 - Extremely satisfied,Aware and have used/received
4c879417,2,369,V,55-64,Female,1 season,10 - Extremely satisfied,6,3,Too Few,5,Aware and have NOT used/received
a05c2a44,2,129,N,65+,Male,21+ seasons,1 - Not at all satisfied,2,6,Just right,990,Unaware
07eb421b,2,113,NN,45-54,Male,2-5 season,5,1 - Not at all satisfied,5,Just right,990,Unaware
dc1c023f,2,107,DD,55-64,Male,21+ seasons,8,4,8,Just right,990,Unaware
d5470706,2,488,I,55-64,Male,11-20 season,9,8,10 - Extremely satisfied,Just right,6,Aware and have NOT used/received
22d5c12d,2,115,H,35-44,Female,11-15 season,8,5,6,Just Right,990,Unaware
89d0ea10,2,7,L,55-64,Male,21+ seasons,9,7,990,Just right,990,Unaware
fc8d3b8e,2,349,W,65+,Female,6-10 season,1 - Not at all satisfied,1 - Not at all satisfied,2,Too few,8,Aware and have NOT used/received
bb4ce66d,2,378,BB,55-64,Male,11-15 season,8,2,9,Too Many,990,Unaware
fec6c44b,2,138,V,45-54,Male,11-20 season,8,990,3,Just right,990,Unaware
1d81549b,2,158,N,55-64,Female,2-5 season,9,7,2,Too Few,10 - Extremely satisfied,Aware and have used/received
55f49615,2,301,R,65+,Male,21+ seasons,8,6,9,Just right,10 - Extremely satisfied,Aware and have NOT used/received
401ef723,2,191,F,45-54,Female,2-5 season,9,7,8,Just right,990,Unaware
f613cdb4,2,298,E,65+,Male,21+ seasons,8,6,9,Just right,990,Unaware
62556888,2,293,CC,65+,Female,2-5 season,7,3,4,Too Few,990,Unaware
c83dae05,2,333,DD,35-44,Male,1 season,8,7,990,Just right,990,Unaware
2bc8b575,2,351,Q,45-54,Male,2-5 season,8,6,7,Just right,990,Unaware
ee31d67c,2,188,R,55-64,Male,21+ seasons,10 - Extremely satisfied,6,1 - Not at all satisfied,Too Few,990,Aware and have NOT used/received
6c18da6b,2,159,M,65+,Male,21+ seasons,10 - Extremely satisfied,8,9,Just right,990,Unaware
1b2c4aed,2,531,HH,55-64,Female,21+ seasons,10 - Extremely satisfied,2,990,Too Few,990,Aware and have NOT used/received
fdeb9dc8,2,308,JJ,65+,Male,21+ seasons,5,3,3,Just right,8,Aware and have NOT used/received
08a72d83,2,420,L,45-54,Female,2-5 season,3,2,8,Too Few,990,Unaware
a692228b,2,213,OO,45-54,Female,21+ seasons,1 - Not at all satisfied,3,990,Just right,990,Unaware
a511f6e1,2,75,Q,65+,Female,6-10 season,8,10 - Extremely satisfied,2,Just Right,1 - Not at all satisfied,Aware and have NOT used/received
7ad875e4,2,481,T,65+,Male,21+ seasons,5,6,7,Just right,990,Unaware
f6990136,2,405,Q,25-34,Male,6-10 season,10 - Extremely satisfied,4,8,Too Many,990,Unaware
616bb31d,2,428,J,25-34,Female,11-15 season,9,3,7,Just Right,3,Aware and have NOT used/received
4cbc59a0,2,362,BB,45-54,Male,6-10 season,4,7,10 - Extremely satisfied,Just right,9,Aware and have used/received
f96c2bcd,2,268,O,65+,Male,6-10 season,9,3,990,Just Right,990,Aware and have NOT used/received
c3a80cc6,2,97,R,35-44,Male,11-15 season,7,7,9,Just Right,990,Unaware
1e5f39b7,2,106,D,55-64,Male,21+ seasons,3,5,8,Just right,990,Unaware
3e7030f3,2,309,V,35-44,Male,11-15 season,9,7,5,Just Right,990,Unaware
19018baa,2,125,J,55-64,Male,11-20 season,5,5,8,Just right,990,Unaware
b3d8887c,2,479,H,65+,Male,21+ seasons,7,9,9,Too few,990,Unaware
90209120,2,254,D,65+,Male,21+ seasons,9,7,8,Too few,8,Aware and have NOT used/received
96f905cb,2,444,II,65+,Male,6-10 season,4,2,5,Too Few,990,Unaware
70ce6e02,2,495,Y,45-54,Female,11-15 season,4,9,6,Too Few,6,Aware and have NOT used/received
e3d64c15,2,321,AA,35-44,Male,2-5 season,7,7,990,Just right,990,Unaware
17991db6,2,354,FF,55-64,Male,16-20 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Too Few,990,Unaware
54532617,2,38,E,45-54,Female,6-10 season,4,4,4,Too Few,6,Aware and have NOT used/received
069a2118,2,521,B,65+,Female,21+ seasons,9,7,990,Just right,10 - Extremely satisfied,Aware and have NOT used/received
9d9cd638,2,315,U,55-64,Male,2-5 season,6,6,10 - Extremely satisfied,Too Few,990,Unaware
6e8f002f,2,260,M,55-64,Female,11-20 season,5,7,8,Just right,990,Unaware
a22932ea,2,232,W,65+,Male,21+ seasons,6,2,7,Just right,990,Unaware
lais38014,2,10,D,45-54,Male,2-5 season,1 - Not at all satisfied,1 - Not at all satisfied,1 - Not at all satisfied,Just Right,7,Aware and have used/received
075d06c1,2,183,R,45-54,Female,6-10 season,9,7,9,Too Many,990,Unaware
046afa95,2,501,E,35-44,Male,6-10 season,8,9,7,Just Right,990,Unaware
53b5760b,2,368,LL,65+,Male,2-5 season,7,10 - Extremely satisfied,10 - Extremely satisfied,Too Few,8,Aware and have NOT used/received
ea33d802,2,392,K,45-54,Female,11-15 season,9,4,7,Just Right,990,Unaware
184f9203,2,138,S,65+,Male,21+ seasons,8,5,10 - Extremely satisfied,Just right,990,Unaware
06ca665b,2,361,CC,25-34,Male,11-15 season,9,8,8,Just Right,9,Aware and have NOT used/received
c06aa8e7,2,101,F,45-54,Female,16-20 season,5,5,1 - Not at all satisfied,Just Right,3,Aware and have NOT used/received
5ebc60dd,2,528,M,65+,Female,21+ seasons,5,1 - Not at all satisfied,4,Too few,990,Unaware
49152a96,2,335,H,65+,Male,21+ seasons,5,4,8,Just right,2,Aware and have NOT used/received
eb1b8640,2,237,BB,25-34,Male,21+ seasons,7,990,5,Just Right,9,Aware and have NOT used/received
172c86a3,2,429,JJ,65+,Male,21+ seasons,4,1 - Not at all satisfied,5,Too few,990,Unaware
924faef6,2,37,F,45-54,Male,6-10 season,10 - Extremely satisfied,10 - Extremely satisfied,7,Just Right,7,Aware and have used/received
bb7011e3,2,230,GG,55-64,Male,2-5 season,8,2,4,Too Few,990,Unaware
d67e7953,2,295,D,35-44,Male,1 season,8,6,7,Just right,990,Unaware
5e0b9eb9,2,547,H,65+,Male,2-5 season,8,6,8,Just right,5,Aware and have NOT used/received
7a40ef8b,2,52,S,45-54,Male,6-10 season,5,3,9,Just right,6,Aware and have NOT used/received
52914a33,2,462,Q,35-44,Female,11-15 season,7,6,1 - Not at all satisfied,Just Right,990,Unaware
eeef9d3d,2,138,JJ,55-64,Male,11-15 season,7,2,7,Just Right,8,Aware and have NOT used/received
5baf5b13,2,127,J,45-54,Female,6-10 season,5,5,2,Too Many,990,Unaware
ef5d0b54,2,219,JJ,45-54,Male,1 season,9,6,9,Just right,5,Aware and have NOT used/received
ed24ec74,2,266,B,55-64,Male,21+ seasons,5,2,5,Just right,8,Aware and have NOT used/received
afe64646,2,498,DD,45-54,Female,6-10 season,9,6,3,Too Many,990,Aware and have NOT used/received
676823d0,2,447,U,35-44,Male,21+ seasons,9,8,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
cbbecf68,2,354,JJ,35-44,Male,1 season,10 - Extremely satisfied,7,10 - Extremely satisfied,Just right,8,Aware and have NOT used/received
495e793c,2,364,U,25-34,Male,11-15 season,9,8,6,Too Few,990,Unaware
10751987,2,181,W,45-54,Male,6-10 season,8,7,7,Too few,990,Aware and have used/received
24bb0725,2,10,D,45-54,Female,6-10 season,9,8,10 - Extremely satisfied,Just right,990,Unaware
71865cbc,2,484,N,45-54,Male,11-20 season,7,4,5,Too few,990,Unaware
eae83a2c,2,175,FF,45-54,Female,6-10 season,8,3,10 - Extremely satisfied,Just Right,990,Aware and have NOT used/received
e2a3f9fb,2,456,O,35-44,Male,11-15 season,5,990,10 - Extremely satisfied,Just Right,990,Aware and have NOT used/received
2b7c7fdc,2,518,S,65+,Male,16-20 season,8,4,3,Too Many,990,Unaware
ea1850c8,2,310,W,45-54,Male,2-5 season,10 - Extremely satisfied,6,7,Just right,10 - Extremely satisfied,Aware and have NOT used/received
abaf72ff,2,247,GG,35-44,Male,6-10 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
0d5f3cb6,2,422,H,45-54,Female,6-10 season,8,8,10 - Extremely satisfied,Just right,990,Unaware
5bef12b8,2,20,D,45-54,Female,2-5 season,7,9,5,Just Right,990,Unaware
8bd80e91,2,477,N,25-34,Male,1 season,9,7,10 - Extremely satisfied,Just right,990,Unaware
f77ce851,2,416,X,45-54,Male,2-5 season,9,8,8,Too Few,990,Unaware
b1b220c5,2,174,P,55-64,Male,11-20 season,3,2,4,Too few,990,Unaware
651d35e3,2,263,OO,35-44,Male,1 season,7,4,8,Just right,990,Unaware
c2936648,2,140,OO,45-54,Female,6-10 season,7,2,4,Too Many,990,Unaware
048cde7a,2,14,S,45-54,Female,11-15 season,10 - Extremely satisfied,4,4,Too Many,990,Unaware
f8465b1f,2,62,F,65+,Male,6-10 season,7,990,7,Too few,990,Unaware
c6c44897,2,475,II,45-54,Male,1 season,8,7,7,Too few,7,Aware and have NOT used/received
e872a2a0,2,355,LL,25-34,Male,2-5 season,6,2,2,Too Few,5,Aware and have used/received
3216e654,2,333,NN,65+,Male,21+ seasons,2,1 - Not at all satisfied,1 - Not at all satisfied,Too Many,990,Unaware
df0f2c18,2,518,C,55-64,Male,11-15 season,8,7,5,Just Right,990,Unaware
c9e00b91,2,371,EE,55-64,Female,6-10 season,2,3,6,Just Right,8,Aware and have used/received
f4382e63,2,345,X,45-54,Female,21+ seasons,9,6,990,Just right,990,Unaware
81d2d2cd,2,79,S,55-64,Male,6-10 season,7,2,5,Just Right,990,Unaware
c63ac193,2,20,L,35-44,Female,11-15 season,10 - Extremely satisfied,6,7,Too Few,4,Aware and have NOT used/received
fe7cb725,2,117,V,35-44,Male,1 season,8,3,8,Too few,5,Aware and have NOT used/received
17a374d8,2,214,A,55-64,Male,1 season,8,7,9,Just right,990,Unaware
29c42ef1,2,116,CC,Prefer not to answer,Female,2-5 season,5,5,3,Too few,990,Aware and have NOT used/received
599085d5,2,353,O,45-54,Female,2-5 season,6,8,10 - Extremely satisfied,Just Right,990,Unaware
a6aca67a,2,45,K,55-64,Female,11-15 season,5,10 - Extremely satisfied,6,Too Many,5,Aware and have NOT used/received
284d9a98,2,453,S,55-64,Male,21+ seasons,3,7,2,Too few,5,Aware and have NOT used/received
0b87fd7e,2,119,K,45-54,Male,16-20 season,5,9,3,Too Few,990,Unaware
dd719643,2,143,E,35-44,Female,16-20 season,6,5,4,Too Many,990,Unaware
dde94a5a,2,488,N,55-64,Male,11-20 season,6,1 - Not at all satisfied,6,Just right,8,Aware and have used/received
2c90d44f,2,457,G,55-64,Male,11-20 season,6,5,8,Just right,10 - Extremely satisfied,Aware and have used/received
38b6b808,2,500,JJ,65+,Male,21+ seasons,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
16106c04,2,351,X,65+,Male,21+ seasons,8,4,7,Just right,6,Aware and have NOT used/received
5.20E+07,2,156,D,55-64,Male,6-10 season,9,6,9,Just right,990,Unaware
e3a6d0f6,2,246,D,55-64,Female,21+ seasons,3,5,7,Just right,6,Aware and have NOT used/received
aad12cb6,2,101,DD,45-54,Male,1 season,8,2,10 - Extremely satisfied,Just right,990,Unaware
e734a20a,2,390,FF,55-64,Female,2-5 season,10 - Extremely satisfied,5,8,Too Few,8,Aware and have used/received
2558c039,2,476,NN,35-44,Male,21+ seasons,9,4,3,Just Right,990,Unaware
70964392,2,279,CC,55-64,Male,2-5 season,8,4,10 - Extremely satisfied,Too Many,990,Unaware
6a9b8299,2,548,X,55-64,Male,21+ seasons,9,990,6,Too few,6,Aware and have NOT used/received
365f98e9,2,259,S,55-64,Male,2-5 season,8,3,6,Too Few,990,Unaware
2d21efc3,2,59,T,45-54,Male,2-5 season,8,8,8,Just right,5,Aware and have NOT used/received
b59a0046,2,117,KK,55-64,Male,2-5 season,2,7,6,Just right,8,Aware and have NOT used/received
bafd3eae,2,258,FF,45-54,Male,2-5 season,9,10 - Extremely satisfied,5,Too Many,10 - Extremely satisfied,Aware and have NOT used/received
f30d7ff9,2,122,M,55-64,Male,2-5 season,4,8,8,Too few,7,Aware and have NOT used/received
a4524535,2,371,NN,35-44,Female,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,9,Just right,7,Aware and have used/received
00c274f7,2,376,FF,65+,Female,16-20 season,4,2,9,Too Many,990,Unaware
d4061f5e,2,287,S,65+,Male,2-5 season,1 - Not at all satisfied,4,990,Just Right,990,Aware and have NOT used/received
ff52ecc8,2,544,Q,65+,Female,21+ seasons,7,5,6,Just right,990,Unaware
2cecf2fd,2,387,EE,45-54,Male,11-20 season,1 - Not at all satisfied,6,7,Too few,1 - Not at all satisfied,Aware and have used/received
0b92ca0c,2,342,I,45-54,Male,1 season,7,6,6,Just right,8,Aware and have used/received
61a26e26,2,549,I,35-44,Male,21+ seasons,6,4,5,Too few,990,Unaware
25ea333d,2,17,Q,55-64,Female,6-10 season,9,9,4,Too Few,990,Unaware
0736d4a8,2,215,F,45-54,Male,6-10 season,9,3,4,Too Many,9,Aware and have used/received
f27583f0,2,52,C,45-54,Male,21+ seasons,9,7,8,Too Few,990,Unaware
2d57582e,2,366,T,45-54,Male,6-10 season,6,9,2,Too Few,9,Aware and have NOT used/received
9043e1c0,2,230,F,45-54,Male,1 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Unaware
3cd1f93b,2,490,M,65+,Male,21+ seasons,10 - Extremely satisfied,7,8,Just right,5,Aware and have NOT used/received
a86be9e4,2,539,B,45-54,Male,1 season,8,7,9,Just right,990,Unaware
4e858c16,2,444,MM,35-44,Male,6-10 season,10 - Extremely satisfied,6,10 - Extremely satisfied,Just right,990,Unaware
91ba2efe,2,313,B,45-54,Male,2-5 season,8,7,9,Just right,990,Unaware
2d32b17a,2,265,OO,55-64,Female,11-15 season,9,2,10 - Extremely satisfied,Too Few,990,Unaware
31b18bba,2,512,U,55-64,Female,2-5 season,10 - Extremely satisfied,7,4,Just Right,990,Unaware
4685a8f7,2,377,W,45-54,Male,1 season,9,7,1 - Not at all satisfied,Too Few,4,Aware and have used/received
bdc9af16,2,355,J,45-54,Male,1 season,8,2,9,Too Many,5,Aware and have NOT used/received
b84c33ef,2,484,K,35-44,Male,1 season,7,5,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
c31991c6,2,344,P,45-54,Male,16-20 season,6,1 - Not at all satisfied,5,Too Many,990,Unaware
5e502a2e,2,459,M,55-64,Female,11-20 season,10 - Extremely satisfied,10 - Extremely satisfied,10 - Extremely satisfied,Just right,990,Aware and have NOT used/received
ab28ed98,2,487,Y,35-44,Male,1 season,8,7,9,Too many,6,Aware and have NOT used/received
8a4186cc,2,121,BB,45-54,Male,2-5 season,5,1 - Not at all satisfied,10 - Extremely satisfied,Too Few,990,Unaware
0083fc5d,2,408,Z,65+,Male,21+ seasons,7,2,5,Just right,990,Unaware
4fe31607,2,152,GG,45-54,Male,2-5 season,8,8,4,Too Few,990,Unaware
5973025b,2,327,NN,65+,Female,11-15 season,10 - Extremely satisfied,2,9,Too Many,8,Aware and have NOT used/received
cdbfa718,2,123,S,45-54,Male,21+ seasons,6,3,990,Too Many,990,Unaware
ef4db906,2,395,L,25-34,Female,11-15 season,3,6,8,Too Many,990,Aware and have NOT used/received
081599ac,2,333,O,55-64,Male,11-20 season,3,1 - Not at all satisfied,2,Just right,7,Aware and have NOT used/received
e19c4c6a,2,141,B,55-64,Female,11-20 season,8,4,10 - Extremely satisfied,Just right,5,Aware and have NOT used/received
d4ea4ae3,2,232,O,25-34,Male,2-5 season,9,8,8,Just right,990,Unaware
21973569,2,374,KK,55-64,Male,1 season,8,5,9,Just right,8,Aware and have NOT used/received
b348e0f7,2,154,Z,45-54,Male,6-10 season,7,5,8,Just right,990,Unaware
51197c3f,2,397,E,55-64,Male,2-5 season,6,4,8,Just Right,6,Aware and have NOT used/received
095c8b8c,2,241,P,45-54,Male,2-5 season,7,4,9,Too Few,990,Unaware
2a2e3809,2,245,V,45-54,Male,6-10 season,6,990,4,Too Few,990,Unaware
ffc4d45e,2,341,X,55-64,Female,6-10 season,5,4,6,Just right,990,Unaware
067e99b7,2,533,C,55-64,Female,1 season,7,4,5,Too Few,9,Aware and have used/received
c156d63f,2,163,V,55-64,Female,21+ seasons,7,7,8,Too few,3,Aware and have NOT used/received
21e38802,2,541,X,45-54,Male,2-5 season,10 - Extremely satisfied,8,10 - Extremely satisfied,Just right,990,Unaware
ac3530ea,2,231,H,55-64,Male,6-10 season,9,2,3,Too Few,6,Aware and have NOT used/received
2953a715,2,245,V,55-64,Male,1 season,6,7,6,Too Few,9,Aware and have NOT used/received
c22c4dfd,2,229,H,Prefer not to answer,Female,21+ seasons,7,3,5,Too few,990,Unaware
2b39f802,2,393,I,65+,Male,2-5 season,7,5,7,Just right,6,Aware and have NOT used/received
01c3183f,2,229,X,65+,Female,21+ seasons,5,2,5,Just right,990,Unaware
60ba34fd,2,547,U,35-44,Male,21+ seasons,9,2,2,Too Many,5,Aware and have used/received
8eaa9ce0,2,348,I,45-54,Female,6-10 season,8,7,7,Too Many,990,Aware and have NOT used/received
ce44fd38,2,226,OO,65+,Male,11-20 season,10 - Extremely satisfied,7,9,Just right,990,Unaware
1ba35ff8,2,147,A,55-64,Prefer not to answer,11-20 season,1 - Not at all satisfied,5,5,Just right,7,Aware and have NOT used/received
55aa6dd5,2,392,F,45-54,Female,11-15 season,5,2,9,Too Few,5,Aware and have NOT used/received
aa31e043,2,182,U,25-34,Male,1 season,10 - Extremely satisfied,6,2,Just Right,990,Aware and have NOT used/received
fb5c764c,2,185,HH,45-54,Male,6-10 season,10 - Extremely satisfied,5,9,Just right,8,Aware and have used/received
7283fbc0,2,202,HH,25-34,Male,21+ seasons,7,7,9,Just right,990,Unaware
b5bc624f,2,337,C,45-54,Female,1 season,10 - Extremely satisfied,5,5,Too few,990,Unaware
40b9389d,2,368,LL,65+,Female,11-20 season,6,8,8,Just right,990,Aware and have NOT used/received
952f02f9,2,173,BB,65+,Male,21+ seasons,2,3,7,Just right,990,Unaware
1d82426d,2,401,MM,55-64,Male,21+ seasons,6,6,6,Just right,990,Unaware
2846bf77,2,202,LL,35-44,Male,21+ seasons,6,1 - Not at all satisfied,3,Too Many,9,Aware and have NOT used/received
9309be4e,2,314,HH,45-54,Male,1 season,8,7,8,Just right,990,Unaware
0ddc150d,2,122,H,35-44,Female,1 season,4,5,6,Just Right,990,Unaware
61e633a4,2,390,CC,35-44,Female,21+ seasons,7,1 - Not at all satisfied,7,Too Few,990,Unaware
8d223782,2,135,II,65+,Female,21+ seasons,8,6,10 - Extremely satisfied,Just right,6,Aware and have NOT used/received
c2e53cd6,2,186,D,55-64,Male,21+ seasons,9,4,1 - Not at all satisfied,Just Right,990,Unaware
6b8510b4,2,231,BB,55-64,Male,2-5 season,10 - Extremely satisfied,10 - Extremely satisfied,2,Just Right,990,Unaware
