,uuid,Wave,Section,Row,Age,Gender,Tenure,Ovr_Sat,Team_Sat,Comm_Sat,Comm_Freq,Benefit_Aware
891,6c18da6b,2,159,M,65+,Male,21+ seasons,10,8,9,Just Right,Unaware
892,1b2c4aed,2,531,HH,55-64,Female,21+ seasons,10,2,7,Too Few,Aware and have NOT used/received
893,fdeb9dc8,2,308,JJ,65+,Male,21+ seasons,5,3,3,Just Right,Aware and have NOT used/received
894,08a72d83,2,420,L,45-54,Female,2-5 season,3,2,8,Too Few,Unaware
895,a692228b,2,213,OO,45-54,Female,21+ seasons,1,3,7,Just Right,Unaware
896,a511f6e1,2,75,Q,65+,Female,6-10 season,8,10,2,Just Right,Aware and have NOT used/received
897,7ad875e4,2,481,T,65+,Male,21+ seasons,5,6,7,Just Right,Unaware
898,f6990136,2,405,Q,25-34,Male,6-10 season,10,4,8,Too Many,Unaware
899,616bb31d,2,428,J,25-34,Female,11-15 season,9,3,7,Just Right,Aware and have NOT used/received
900,4cbc59a0,2,362,BB,45-54,Male,6-10 season,4,7,10,Just Right,Aware and have used/received
901,f96c2bcd,2,268,O,65+,Male,6-10 season,9,3,7,Just Right,Aware and have NOT used/received
902,c3a80cc6,2,97,R,35-44,Male,11-15 season,7,7,9,Just Right,Unaware
903,1e5f39b7,2,106,D,55-64,Male,21+ seasons,3,5,8,Just Right,Unaware
904,3e7030f3,2,309,V,35-44,Male,11-15 season,9,7,5,Just Right,Unaware
905,19018baa,2,125,J,55-64,Male,11-20 season,5,5,8,Just Right,Unaware
906,b3d8887c,2,479,H,65+,Male,21+ seasons,7,9,9,Too Few,Unaware
907,90209120,2,254,D,65+,Male,21+ seasons,9,7,8,Too Few,Aware and have NOT used/received
908,96f905cb,2,444,II,65+,Male,6-10 season,4,2,5,Too Few,Unaware
909,70ce6e02,2,495,Y,45-54,Female,11-15 season,4,9,6,Too Few,Aware and have NOT used/received
910,e3d64c15,2,321,AA,35-44,Male,2-5 season,7,7,7,Just Right,Unaware
911,17991db6,2,354,FF,55-64,Male,16-20 season,10,6,10,Too Few,Unaware
912,54532617,2,38,E,45-54,Female,6-10 season,4,4,4,Too Few,Aware and have NOT used/received
913,069a2118,2,521,B,65+,Female,21+ seasons,9,7,7,Just Right,Aware and have NOT used/received
914,9d9cd638,2,315,U,55-64,Male,2-5 season,6,6,10,Too Few,Unaware
915,6e8f002f,2,260,M,55-64,Female,11-20 season,5,7,8,Just Right,Unaware
916,a22932ea,2,232,W,65+,Male,21+ seasons,6,2,7,Just Right,Unaware
917,lais38014,2,10,D,45-54,Male,2-5 season,1,1,1,Just Right,Aware and have used/received
918,075d06c1,2,183,R,45-54,Female,6-10 season,9,7,9,Too Many,Unaware
919,046afa95,2,501,E,35-44,Male,6-10 season,8,9,7,Just Right,Unaware
920,53b5760b,2,368,LL,65+,Male,2-5 season,7,10,10,Too Few,Aware and have NOT used/received
921,ea33d802,2,392,K,45-54,Female,11-15 season,9,4,7,Just Right,Unaware
922,184f9203,2,138,S,65+,Male,21+ seasons,8,5,10,Just Right,Unaware
923,06ca665b,2,361,CC,25-34,Male,11-15 season,9,8,8,Just Right,Aware and have NOT used/received
924,c06aa8e7,2,101,F,45-54,Female,16-20 season,5,5,1,Just Right,Aware and have NOT used/received
925,5ebc60dd,2,528,M,65+,Female,21+ seasons,5,1,4,Too Few,Unaware
926,49152a96,2,335,H,65+,Male,21+ seasons,5,4,8,Just Right,Aware and have NOT used/received
927,eb1b8640,2,237,BB,25-34,Male,21+ seasons,7,5,5,Just Right,Aware and have NOT used/received
928,172c86a3,2,429,JJ,65+,Male,21+ seasons,4,1,5,Too Few,Unaware
929,924faef6,2,37,F,45-54,Male,6-10 season,10,10,7,Just Right,Aware and have used/received
930,bb7011e3,2,230,GG,55-64,Male,2-5 season,8,2,4,Too Few,Unaware
931,d67e7953,2,295,D,35-44,Male,1 season,8,6,7,Just Right,Unaware
932,5e0b9eb9,2,547,H,65+,Male,2-5 season,8,6,8,Just Right,Aware and have NOT used/received
933,7a40ef8b,2,52,S,45-54,Male,6-10 season,5,3,9,Just Right,Aware and have NOT used/received
934,52914a33,2,462,Q,35-44,Female,11-15 season,7,6,1,Just Right,Unaware
935,eeef9d3d,2,138,JJ,55-64,Male,11-15 season,7,2,7,Just Right,Aware and have NOT used/received
936,5baf5b13,2,127,J,45-54,Female,6-10 season,5,5,2,Too Many,Unaware
937,ef5d0b54,2,219,JJ,45-54,Male,1 season,9,6,9,Just Right,Aware and have NOT used/received
938,ed24ec74,2,266,B,55-64,Male,21+ seasons,5,2,5,Just Right,Aware and have NOT used/received
939,afe64646,2,498,DD,45-54,Female,6-10 season,9,6,3,Too Many,Aware and have NOT used/received
940,676823d0,2,447,U,35-44,Male,21+ seasons,9,8,10,Just Right,Aware and have NOT used/received
941,cbbecf68,2,354,JJ,35-44,Male,1 season,10,7,10,Just Right,Aware and have NOT used/received
942,495e793c,2,364,U,25-34,Male,11-15 season,9,8,6,Too Few,Unaware
943,10751987,2,181,W,45-54,Male,6-10 season,8,7,7,Too Few,Aware and have used/received
944,24bb0725,2,10,D,45-54,Female,6-10 season,9,8,10,Just Right,Unaware
945,71865cbc,2,484,N,45-54,Male,11-20 season,7,4,5,Too Few,Unaware
946,eae83a2c,2,175,FF,45-54,Female,6-10 season,8,3,10,Just Right,Aware and have NOT used/received
947,e2a3f9fb,2,456,O,35-44,Male,11-15 season,5,5,10,Just Right,Aware and have NOT used/received
948,2b7c7fdc,2,518,S,65+,Male,16-20 season,8,4,3,Too Many,Unaware
949,ea1850c8,2,310,W,45-54,Male,2-5 season,10,6,7,Just Right,Aware and have NOT used/received
950,abaf72ff,2,247,GG,35-44,Male,6-10 season,10,10,10,Just Right,Unaware
951,0d5f3cb6,2,422,H,45-54,Female,6-10 season,8,8,10,Just Right,Unaware
952,5bef12b8,2,20,D,45-54,Female,2-5 season,7,9,5,Just Right,Unaware
953,8bd80e91,2,477,N,25-34,Male,1 season,9,7,10,Just Right,Unaware
954,f77ce851,2,416,X,45-54,Male,2-5 season,9,8,8,Too Few,Unaware
955,b1b220c5,2,174,P,55-64,Male,11-20 season,3,2,4,Too Few,Unaware
956,651d35e3,2,263,OO,35-44,Male,1 season,7,4,8,Just Right,Unaware
957,c2936648,2,140,OO,45-54,Female,6-10 season,7,2,4,Too Many,Unaware
958,048cde7a,2,14,S,45-54,Female,11-15 season,10,4,4,Too Many,Unaware
959,f8465b1f,2,62,F,65+,Male,6-10 season,7,5,7,Too Few,Unaware
960,c6c44897,2,475,II,45-54,Male,1 season,8,7,7,Too Few,Aware and have NOT used/received
961,e872a2a0,2,355,LL,25-34,Male,2-5 season,6,2,2,Too Few,Aware and have used/received
962,3216e654,2,333,NN,65+,Male,21+ seasons,2,1,1,Too Many,Unaware
963,df0f2c18,2,518,C,55-64,Male,11-15 season,8,7,5,Just Right,Unaware
964,c9e00b91,2,371,EE,55-64,Female,6-10 season,2,3,6,Just Right,Aware and have used/received
965,f4382e63,2,345,X,45-54,Female,21+ seasons,9,6,7,Just Right,Unaware
966,81d2d2cd,2,79,S,55-64,Male,6-10 season,7,2,5,Just Right,Unaware
967,c63ac193,2,20,L,35-44,Female,11-15 season,10,6,7,Too Few,Aware and have NOT used/received
968,fe7cb725,2,117,V,35-44,Male,1 season,8,3,8,Too Few,Aware and have NOT used/received
969,17a374d8,2,214,A,55-64,Male,1 season,8,7,9,Just Right,Unaware
970,29c42ef1,2,116,CC,Prefer not to answer,Female,2-5 season,5,5,3,Too Few,Aware and have NOT used/received
971,599085d5,2,353,O,45-54,Female,2-5 season,6,8,10,Just Right,Unaware
972,a6aca67a,2,45,K,55-64,Female,11-15 season,5,10,6,Too Many,Aware and have NOT used/received
973,284d9a98,2,453,S,55-64,Male,21+ seasons,3,7,2,Too Few,Aware and have NOT used/received
974,0b87fd7e,2,119,K,45-54,Male,16-20 season,5,9,3,Too Few,Unaware
975,dd719643,2,143,E,35-44,Female,16-20 season,6,5,4,Too Many,Unaware
976,dde94a5a,2,488,N,55-64,Male,11-20 season,6,1,6,Just Right,Aware and have used/received
977,2c90d44f,2,457,G,55-64,Male,11-20 season,6,5,8,Just Right,Aware and have used/received
978,38b6b808,2,500,JJ,65+,Male,21+ seasons,10,10,10,Just Right,Unaware
979,16106c04,2,351,X,65+,Male,21+ seasons,8,4,7,Just Right,Aware and have NOT used/received
980,5.20E+07,2,156,D,55-64,Male,6-10 season,9,6,9,Just Right,Unaware
981,e3a6d0f6,2,246,D,55-64,Female,21+ seasons,3,5,7,Just Right,Aware and have NOT used/received
982,aad12cb6,2,101,DD,45-54,Male,1 season,8,2,10,Just Right,Unaware
983,e734a20a,2,390,FF,55-64,Female,2-5 season,10,5,8,Too Few,Aware and have used/received
984,2558c039,2,476,NN,35-44,Male,21+ seasons,9,4,3,Just Right,Unaware
985,70964392,2,279,CC,55-64,Male,2-5 season,8,4,10,Too Many,Unaware
986,6a9b8299,2,548,X,55-64,Male,21+ seasons,9,5,6,Too Few,Aware and have NOT used/received
987,365f98e9,2,259,S,55-64,Male,2-5 season,8,3,6,Too Few,Unaware
988,2d21efc3,2,59,T,45-54,Male,2-5 season,8,8,8,Just Right,Aware and have NOT used/received
989,b59a0046,2,117,KK,55-64,Male,2-5 season,2,7,6,Just Right,Aware and have NOT used/received
990,bafd3eae,2,258,FF,45-54,Male,2-5 season,9,10,5,Too Many,Aware and have NOT used/received
991,f30d7ff9,2,122,M,55-64,Male,2-5 season,4,8,8,Too Few,Aware and have NOT used/received
992,a4524535,2,371,NN,35-44,Female,2-5 season,10,10,9,Just Right,Aware and have used/received
993,00c274f7,2,376,FF,65+,Female,16-20 season,4,2,9,Too Many,Unaware
994,d4061f5e,2,287,S,65+,Male,2-5 season,1,4,7,Just Right,Aware and have NOT used/received
995,ff52ecc8,2,544,Q,65+,Female,21+ seasons,7,5,6,Just Right,Unaware
996,2cecf2fd,2,387,EE,45-54,Male,11-20 season,1,6,7,Too Few,Aware and have used/received
997,0b92ca0c,2,342,I,45-54,Male,1 season,7,6,6,Just Right,Aware and have used/received
998,61a26e26,2,549,I,35-44,Male,21+ seasons,6,4,5,Too Few,Unaware
999,25ea333d,2,17,Q,55-64,Female,6-10 season,9,9,4,Too Few,Unaware
1000,0736d4a8,2,215,F,45-54,Male,6-10 season,9,3,4,Too Many,Aware and have used/received
1001,f27583f0,2,52,C,45-54,Male,21+ seasons,9,7,8,Too Few,Unaware
1002,2d57582e,2,366,T,45-54,Male,6-10 season,6,9,2,Too Few,Aware and have NOT used/received
1003,9043e1c0,2,230,F,45-54,Male,1 season,10,10,10,Just Right,Unaware
1004,3cd1f93b,2,490,M,65+,Male,21+ seasons,10,7,8,Just Right,Aware and have NOT used/received
1005,a86be9e4,2,539,B,45-54,Male,1 season,8,7,9,Just Right,Unaware
1006,4e858c16,2,444,MM,35-44,Male,6-10 season,10,6,10,Just Right,Unaware
1007,91ba2efe,2,313,B,45-54,Male,2-5 season,8,7,9,Just Right,Unaware
1008,2d32b17a,2,265,OO,55-64,Female,11-15 season,9,2,10,Too Few,Unaware
1009,31b18bba,2,512,U,55-64,Female,2-5 season,10,7,4,Just Right,Unaware
1010,4685a8f7,2,377,W,45-54,Male,1 season,9,7,1,Too Few,Aware and have used/received
1011,bdc9af16,2,355,J,45-54,Male,1 season,8,2,9,Too Many,Aware and have NOT used/received
1012,b84c33ef,2,484,K,35-44,Male,1 season,7,5,10,Just Right,Aware and have NOT used/received
1013,c31991c6,2,344,P,45-54,Male,16-20 season,6,1,5,Too Many,Unaware
1014,5e502a2e,2,459,M,55-64,Female,11-20 season,10,10,10,Just Right,Aware and have NOT used/received
1015,ab28ed98,2,487,Y,35-44,Male,1 season,8,7,9,Too Many,Aware and have NOT used/received
1016,8a4186cc,2,121,BB,45-54,Male,2-5 season,5,1,10,Too Few,Unaware
1017,0083fc5d,2,408,Z,65+,Male,21+ seasons,7,2,5,Just Right,Unaware
1018,4fe31607,2,152,GG,45-54,Male,2-5 season,8,8,4,Too Few,Unaware
1019,5973025b,2,327,NN,65+,Female,11-15 season,10,2,9,Too Many,Aware and have NOT used/received
1020,cdbfa718,2,123,S,45-54,Male,21+ seasons,6,3,7,Too Many,Unaware
1021,ef4db906,2,395,L,25-34,Female,11-15 season,3,6,8,Too Many,Aware and have NOT used/received
1022,081599ac,2,333,O,55-64,Male,11-20 season,3,1,2,Just Right,Aware and have NOT used/received
1023,e19c4c6a,2,141,B,55-64,Female,11-20 season,8,4,10,Just Right,Aware and have NOT used/received
1024,d4ea4ae3,2,232,O,25-34,Male,2-5 season,9,8,8,Just Right,Unaware
1025,21973569,2,374,KK,55-64,Male,1 season,8,5,9,Just Right,Aware and have NOT used/received
1026,b348e0f7,2,154,Z,45-54,Male,6-10 season,7,5,8,Just Right,Unaware
1027,51197c3f,2,397,E,55-64,Male,2-5 season,6,4,8,Just Right,Aware and have NOT used/received
1028,095c8b8c,2,241,P,45-54,Male,2-5 season,7,4,9,Too Few,Unaware
1029,2a2e3809,2,245,V,45-54,Male,6-10 season,6,5,4,Too Few,Unaware
1030,ffc4d45e,2,341,X,55-64,Female,6-10 season,5,4,6,Just Right,Unaware
1031,067e99b7,2,533,C,55-64,Female,1 season,7,4,5,Too Few,Aware and have used/received
1032,c156d63f,2,163,V,55-64,Female,21+ seasons,7,7,8,Too Few,Aware and have NOT used/received
1033,21e38802,2,541,X,45-54,Male,2-5 season,10,8,10,Just Right,Unaware
1034,ac3530ea,2,231,H,55-64,Male,6-10 season,9,2,3,Too Few,Aware and have NOT used/received
1035,2953a715,2,245,V,55-64,Male,1 season,6,7,6,Too Few,Aware and have NOT used/received
1036,c22c4dfd,2,229,H,Prefer not to answer,Female,21+ seasons,7,3,5,Too Few,Unaware
1037,2b39f802,2,393,I,65+,Male,2-5 season,7,5,7,Just Right,Aware and have NOT used/received
1038,01c3183f,2,229,X,65+,Female,21+ seasons,5,2,5,Just Right,Unaware
1039,60ba34fd,2,547,U,35-44,Male,21+ seasons,9,2,2,Too Many,Aware and have used/received
1040,8eaa9ce0,2,348,I,45-54,Female,6-10 season,8,7,7,Too Many,Aware and have NOT used/received
1041,ce44fd38,2,226,OO,65+,Male,11-20 season,10,7,9,Just Right,Unaware
1042,1ba35ff8,2,147,A,55-64,Prefer not to answer,11-20 season,1,5,5,Just Right,Aware and have NOT used/received
1043,55aa6dd5,2,392,F,45-54,Female,11-15 season,5,2,9,Too Few,Aware and have NOT used/received
1044,aa31e043,2,182,U,25-34,Male,1 season,10,6,2,Just Right,Aware and have NOT used/received
1045,fb5c764c,2,185,HH,45-54,Male,6-10 season,10,5,9,Just Right,Aware and have used/received
1046,7283fbc0,2,202,HH,25-34,Male,21+ seasons,7,7,9,Just Right,Unaware
1047,b5bc624f,2,337,C,45-54,Female,1 season,10,5,5,Too Few,Unaware
1048,40b9389d,2,368,LL,65+,Female,11-20 season,6,8,8,Just Right,Aware and have NOT used/received
1049,952f02f9,2,173,BB,65+,Male,21+ seasons,2,3,7,Just Right,Unaware
1050,1d82426d,2,401,MM,55-64,Male,21+ seasons,6,6,6,Just Right,Unaware
1051,2846bf77,2,202,LL,35-44,Male,21+ seasons,6,1,3,Too Many,Aware and have NOT used/received
1052,9309be4e,2,314,HH,45-54,Male,1 season,8,7,8,Just Right,Unaware
1053,0ddc150d,2,122,H,35-44,Female,1 season,4,5,6,Just Right,Unaware
1054,61e633a4,2,390,CC,35-44,Female,21+ seasons,7,1,7,Too Few,Unaware
1055,8d223782,2,135,II,65+,Female,21+ seasons,8,6,10,Just Right,Aware and have NOT used/received
1056,c2e53cd6,2,186,D,55-64,Male,21+ seasons,9,4,1,Just Right,Unaware
1057,6b8510b4,2,231,BB,55-64,Male,2-5 season,10,10,2,Just Right,Unaware
1058,asdf3265,2,224,E,55-64,Female,1 season,3,5,2,Too Many,Unaware
1059,a26a56a6,2,342,F,55-64,Male,11-15 season,2,1,3,Too Many,Unaware
1060,4fb5f555,2,133,W,65+,Female,21+ seasons,5,10,7,Just Right,Unaware
1061,54356b5e,2,47,R,65+,Male,6-10 season,10,7,6,Too Many,Aware and have NOT used/received
1062,4fc37957,2,150,G,65+,Male,21+ seasons,8,4,9,Just Right,Unaware
1063,f03b247d,2,474,KK,25-34,Female,21+ seasons,10,10,6,Too Few,Aware and have NOT used/received
1064,f1acd920,2,328,GG,55-64,Male,6-10 season,8,6,7,Just Right,Unaware
1065,2a3114a0,2,29,W,25-34,Female,6-10 season,7,6,9,Just Right,Unaware
1066,f13b3118,2,50,W,55-64,Female,16-20 season,7,2,6,Just Right,Aware and have NOT used/received
1067,35b3f150,2,294,MM,45-54,Female,16-20 season,6,2,9,Too Few,Unaware
1068,cd59bba8,2,417,Q,45-54,Male,6-10 season,7,1,8,Just Right,Aware and have NOT used/received
1069,bdce7df7,2,293,CC,55-64,Female,6-10 season,7,5,5,Just Right,Aware and have used/received
1070,155134fc,2,391,EE,35-44,Male,1 season,4,1,7,Just Right,Unaware
1071,6a024fc4,2,180,L,45-54,Female,1 season,10,1,3,Just Right,Aware and have used/received
1072,1440ab45,2,515,OO,65+,Male,21+ seasons,8,5,6,Just Right,Aware and have NOT used/received
1073,e76f52b3,2,421,E,65+,Male,21+ seasons,10,4,10,Just Right,Aware and have NOT used/received
1074,8f562d02,2,413,N,35-44,Male,16-20 season,5,7,6,Too Few,Aware and have used/received
1075,7.42E+28,2,71,D,45-54,Male,11-20 season,1,5,6,Just Right,Aware and have NOT used/received
1076,4cf8ce07,2,430,LL,65+,Male,21+ seasons,2,9,2,Too Few,Aware and have NOT used/received
1077,ca05260c,2,176,X,65+,Male,21+ seasons,7,8,8,Just Right,Aware and have NOT used/received
1078,04f2f882,2,497,KK,65+,Female,21+ seasons,7,5,9,Too Many,Aware and have used/received
1079,780df9ee,2,453,HH,45-54,Male,6-10 season,7,6,7,Just Right,Aware and have used/received
1080,d53c368c,2,259,EE,65+,Female,16-20 season,10,9,3,Just Right,Unaware
1081,673a244f,2,161,W,65+,Male,21+ seasons,1,5,2,Just Right,Unaware
1082,f47887c6,2,328,C,45-54,Male,21+ seasons,9,10,8,Too Few,Unaware
1083,08f3bdb4,2,114,J,65+,Male,21+ seasons,5,7,7,Just Right,Unaware
1084,bbd3c644,2,434,S,45-54,Female,6-10 season,6,6,5,Just Right,Aware and have NOT used/received
1085,0dacd06f,2,54,T,55-64,Female,2-5 season,5,3,7,Just Right,Aware and have used/received
1086,3ced2ad4,2,431,L,45-54,Female,2-5 season,9,1,9,Too Few,Unaware
1087,5bb50754,2,241,E,55-64,Female,21+ seasons,10,7,8,Just Right,Unaware
1088,5a71456f,2,249,S,55-64,Male,21+ seasons,9,7,9,Just Right,Aware and have NOT used/received
1089,debc2ca4,2,354,FF,55-64,Male,1 season,8,5,7,Just Right,Unaware
1090,b2244504,2,519,MM,55-64,Female,6-10 season,7,3,2,Just Right,Aware and have NOT used/received
1091,b0831a6d,2,29,X,65+,Female,11-15 season,8,10,1,Just Right,Unaware
1092,77ab1c45,2,352,H,Prefer not to answer,Prefer not to answer,11-20 season,9,8,9,Too Few,Aware and have NOT used/received
1093,3aa8ab96,2,200,U,55-64,Male,21+ seasons,8,6,6,Just Right,Aware and have NOT used/received
1094,580b2952,2,212,Y,65+,Male,21+ seasons,3,5,5,Just Right,Aware and have NOT used/received
1095,2bddb33d,2,511,R,45-54,Female,6-10 season,9,9,8,Just Right,Aware and have NOT used/received
1096,47985a6d,2,121,W,55-64,Male,11-20 season,2,2,2,Just Right,Aware and have NOT used/received
1097,120831f7,2,148,G,45-54,Male,1 season,8,4,7,Just Right,Unaware
1098,b5ddbca3,2,221,JJ,65+,Male,21+ seasons,6,1,7,Too Many,Unaware
1099,b186b846,2,150,NN,65+,Female,21+ seasons,10,6,10,Just Right,Aware and have NOT used/received
1100,3bc9a924,2,284,G,45-54,Male,21+ seasons,10,10,8,Too Few,Unaware
1101,c13eb6a8,2,417,P,55-64,Female,6-10 season,7,3,1,Too Few,Aware and have NOT used/received
1102,afa9c5e6,2,274,W,45-54,Female,2-5 season,8,4,7,Too Few,Aware and have NOT used/received
1103,6939ecaa,2,271,P,45-54,Female,2-5 season,10,6,10,Too Many,Aware and have NOT used/received
1104,49357a11,2,514,FF,65+,Male,2-5 season,10,7,7,Just Right,Aware and have NOT used/received
1105,530015ad,2,358,GG,45-54,Male,2-5 season,8,1,5,Just Right,Aware and have used/received
1106,3a10ffce,2,165,X,45-54,Male,11-20 season,9,6,7,Just Right,Aware and have NOT used/received
1107,e02ba4f4,2,140,M,45-54,Male,2-5 season,7,7,7,Just Right,Unaware
1108,b6a2c7ae,2,513,F,55-64,Male,2-5 season,4,8,9,Too Few,Unaware
1109,6bd9be07,2,286,II,45-54,Male,2-5 season,8,8,10,Just Right,Unaware
1110,c16232b3,2,526,Q,65+,Female,2-5 season,7,4,8,Too Few,Aware and have NOT used/received
1111,0644a1b6,2,331,T,25-34,Male,11-15 season,5,6,9,Too Few,Aware and have NOT used/received
1112,e4dab149,2,484,M,55-64,Male,1 season,9,1,8,Just Right,Unaware
1113,e4f5228f,2,366,K,45-54,Female,6-10 season,8,8,6,Too Many,Unaware
1114,9252e531,2,478,II,55-64,Male,2-5 season,6,5,8,Just Right,Unaware
1115,d330e2e2,2,312,N,45-54,Male,21+ seasons,6,1,1,Just Right,Aware and have used/received
1116,17beb1b2,2,528,W,45-54,Male,6-10 season,5,3,5,Too Few,Unaware
1117,4bac9955,2,492,DD,55-64,Female,21+ seasons,9,8,9,Just Right,Unaware
1118,fddb8023,2,150,E,65+,Male,21+ seasons,1,2,1,Too Few,Aware and have NOT used/received
1119,d667bd7c,2,168,O,35-44,Male,2-5 season,4,1,5,Just Right,Unaware
1120,8516bc4f,2,445,BB,35-44,Female,21+ seasons,6,9,8,Just Right,Aware and have used/received
1121,434ad678,2,231,HH,55-64,Male,6-10 season,6,1,9,Too Few,Aware and have used/received
1122,47b48676,2,238,EE,65+,Male,21+ seasons,4,3,5,Just Right,Unaware
1123,aeb48200,2,385,P,25-34,Male,2-5 season,8,5,5,Just Right,Unaware
1124,6be1ad59,2,23,I,45-54,Female,6-10 season,10,5,1,Too Many,Aware and have used/received
1125,d8d6b9c9,2,540,R,65+,Male,21+ seasons,1,7,5,Too Many,Unaware
1126,0f101e6a,2,308,BB,45-54,Male,11-15 season,10,4,2,Just Right,Unaware
1127,034ae96b,2,481,E,55-64,Male,6-10 season,5,5,7,Just Right,Unaware
1128,c29d1b5e,2,348,HH,35-44,Male,2-5 season,10,8,10,Just Right,Unaware
1129,587d61e3,2,544,CC,55-64,Male,21+ seasons,8,7,7,Too Many,Unaware
1130,ebfec873,2,405,A,65+,Female,6-10 season,7,3,6,Just Right,Unaware
1131,a422e9fe,2,56,I,45-54,Female,1 season,10,4,10,Too Many,Unaware
1132,096768f7,2,385,S,35-44,Male,1 season,9,3,2,Just Right,Aware and have NOT used/received
1133,9025f9a6,2,64,E,65+,Male,11-15 season,8,10,9,Too Few,Unaware
1134,0efbd8e1,2,24,C,45-54,Female,6-10 season,8,3,2,Too Few,Unaware
1135,8ee49a12,2,449,LL,55-64,Female,2-5 season,10,4,8,Too Many,Unaware
1136,b0926248,2,537,AA,65+,Male,21+ seasons,1,1,8,Just Right,Unaware
1137,01155fdc,2,392,N,65+,Female,2-5 season,9,4,6,Just Right,Unaware
1138,56221b9e,2,471,Y,45-54,Male,11-20 season,7,5,7,Just Right,Unaware
1139,a1aea1e4,2,9,F,65+,Female,6-10 season,10,8,8,Too Few,Unaware
1140,e4eb2fbf,2,63,E,45-54,Female,2-5 season,8,7,5,Too Few,Aware and have used/received
1141,6abae9aa,2,80,W,35-44,Male,11-15 season,8,9,3,Just Right,Unaware
1142,1ab58b7b,2,38,U,55-64,Male,1 season,9,8,8,Just Right,Unaware
1143,867bcdf8,2,404,C,65+,Female,21+ seasons,10,9,10,Just Right,Unaware
1144,15d08a43,2,515,V,65+,Male,2-5 season,9,8,9,Just Right,Unaware
1145,3da33163,2,502,I,45-54,Male,11-15 season,4,2,6,Just Right,Unaware
1146,146aa33a,2,527,OO,25-34,Female,16-20 season,3,6,6,Too Many,Aware and have used/received
1147,8298ysdg,2,456,KK,65+,Male,16-20 season,1,8,4,Just Right,Unaware
1148,afdafa39,2,105,MM,35-44,Female,2-5 season,7,7,7,Just Right,Aware and have NOT used/received
1149,5b7636cb,2,465,OO,55-64,Female,6-10 season,10,8,10,Just Right,Aware and have NOT used/received
1150,14674e8b,2,298,R,55-64,Male,16-20 season,6,2,4,Too Many,Aware and have NOT used/received
1151,beb84454,2,512,DD,45-54,Female,6-10 season,10,3,7,Too Few,Aware and have used/received
1152,a29fc81a,2,81,J,45-54,Female,16-20 season,2,4,5,Just Right,Aware and have used/received
1153,4436536e,2,405,X,45-54,Male,21+ seasons,7,8,10,Just Right,Aware and have NOT used/received
1154,5eea5a1f,2,162,A,35-44,Male,16-20 season,8,9,1,Too Many,Aware and have NOT used/received
1155,94d3eebc,2,503,LL,45-54,Female,16-20 season,9,10,7,Too Few,Aware and have NOT used/received
1156,b73b3467,2,318,C,45-54,Male,1 season,7,6,7,Too Many,Unaware
1157,7d7c4112,2,460,V,45-54,Male,11-15 season,9,8,4,Too Many,Aware and have NOT used/received
1158,91a33d46,2,327,I,45-54,Male,6-10 season,10,8,1,Just Right,Unaware
1159,341a996b,2,345,J,55-64,Female,11-15 season,7,8,1,Too Many,Unaware
1160,55981491,2,523,OO,25-34,Female,16-20 season,8,6,4,Too Many,Unaware
1161,a601c332,2,436,I,55-64,Female,6-10 season,4,7,7,Just Right,Unaware
1162,38e208e6,2,485,E,55-64,Female,2-5 season,3,5,3,Too Few,Aware and have NOT used/received
1163,e899220b,2,407,V,45-54,Male,11-20 season,7,7,6,Too Few,Aware and have used/received
1164,6b91c119,2,47,Y,65+,Male,1 season,6,10,10,Too Few,Unaware
1165,cdfd92fe,2,345,HH,45-54,Male,6-10 season,8,8,4,Too Few,Aware and have NOT used/received
1166,97729dc0,2,508,A,45-54,Female,2-5 season,5,5,1,Too Many,Unaware
1167,d0043ebb,2,127,G,55-64,Male,21+ seasons,7,8,3,Too Few,Unaware
1168,0ec0a736,2,122,W,45-54,Male,21+ seasons,2,2,2,Just Right,Aware and have NOT used/received
1169,cdbce98b,2,229,JJ,45-54,Male,21+ seasons,7,5,6,Just Right,Unaware
1170,8e8cb8a2,2,525,S,45-54,Male,11-20 season,9,7,8,Just Right,Unaware
1171,ad8f203b,2,452,X,45-54,Female,21+ seasons,9,5,8,Just Right,Unaware
1172,12cfa9d5,2,529,CC,55-64,Female,6-10 season,10,1,2,Too Many,Unaware
1173,06651a24,2,322,V,35-44,Female,6-10 season,6,1,4,Too Few,Aware and have used/received
1174,9579db84,2,530,A,35-44,Male,1 season,10,8,9,Just Right,Unaware
1175,e96ed917,2,232,EE,65+,Female,2-5 season,3,10,1,Too Many,Unaware
1176,82f9bf91,2,164,F,45-54,Female,16-20 season,7,3,1,Just Right,Aware and have NOT used/received
1177,5e76ecc8,2,178,JJ,65+,Male,21+ seasons,7,6,10,Just Right,Unaware
1178,c87648a7,2,494,Z,45-54,Male,16-20 season,7,10,7,Just Right,Unaware
1179,9bc5b4e7,2,156,N,65+,Male,11-15 season,4,4,7,Too Few,Unaware
1180,15b0b6e0,2,257,H,45-54,Female,16-20 season,10,1,3,Too Many,Aware and have used/received
1181,4ff9600f,2,549,Y,65+,Male,16-20 season,9,4,7,Just Right,Unaware
1182,da9ba6c2,2,192,N,55-64,Female,2-5 season,8,8,8,Just Right,Unaware
1183,bdd59622,2,37,X,65+,Male,16-20 season,5,3,7,Too Few,Unaware
1184,a269cd73,2,12,A,65+,Female,6-10 season,7,1,8,Too Many,Unaware
